Id for vurderingen,Vurderingsområde,Ekspertkomité,Artsgruppe,Taksonomisk sti,Vitenskapelig navn id,Vitenskapelig navn,Autor,Populærnavn,Fremmedartsstatus,Etableringsklasse,Risikokategori 2023,Utslagsgivende kriterier 2023,Risikokategori 2018,Skår Invasjonspotensial,Skår Økologisk effekt,Skår A-kriteriet,Skår B-kriteriet,Skår C-kriteriet,Skår D-kriteriet,Skår E-kriteriet,Skår F-kriteriet,Skår G-kriteriet,Skår H-kriteriet,Skår I-kriteriet,Artens levetid i Norge (beste anslag),Ekspansjonshastighet (beste anslag),Geografisk variasjon i risiko,Årsak til geografisk variasjon i risiko,Klimaeffekter invasjonspotensial,Klimaeffekter økologisk effekt,Kjent forekomstareal,Antatt forekomstareal beste anslag,Fremtidig forekomstareal beste anslag,Ant. forekomster fra én introduksjon beste anslag,Ant. ytterligere introduksjoner beste anslag,Naturtyper
917,Fastlands-Norge med havområder,Karplanter,Magnoliophyta,Plantae\Magnoliophyta\Eudicots\Ranunculales\Ranunculaceae\Ranunculus,103166,Ranunculus psilostachys,Griseb.,lodnesoleie,Selvstendig reproduserende,C2,LO,"2A,1",NK,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200.0,16,Nei,,Nei,Nei,4.0,12.0,24,,,"plener, parker og liknende"
3061,Svalbard med kystsone,Karplanter,Magnoliophyta,Plantae\Magnoliophyta\Eudicots\Ranunculales\Ranunculaceae\Ranunculus,103168,Ranunculus repens,L.,krypsoleie,Selvstendig reproduserende,C2,LO,"2A,1",LO,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200.0,9,Ja,Artens evne til reproduksjon og/eller spredning er begrenset til visse bioklimatiske soner eller seksjoner,Nei,Nei,4.0,4.0,8,,,sterkt endret åpen fastmark med løsmassedekke
3132,Svalbard med kystsone,Karplanter,Magnoliophyta,Plantae\Magnoliophyta\Eudicots\Ranunculales\Ranunculaceae\Ranunculus\Ranunculus subborealis,103175,Ranunculus subborealis subsp. villosus,(Drabble) Elven,kystsoleie,Dørstokkart,C1,NK,"1,1",LO,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,25.0,0,Nei,,Nei,Nei,,,4,0.0,1.0,sterkt endret åpen fastmark med løsmassedekke; fuglefjell-eng og fugletopp
1649,Fastlands-Norge med havområder,Marine invertebrater,Mollusca,Animalia\Mollusca\Gastropoda\Caenogastropoda\Neogastropoda\Muricoidea\Muricidae\Rapaninae\Rapana,128932,Rapana venosa,"(Valenciennes, 1846)",,Dørstokkart,A,HI,"2A,4D",PH,2.0,4.0,3.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,200.0,46,Ja,"Artens evne til reproduksjon og/eller spredning er begrenset til visse kystvannssoner eller seksjoner, Artens økologiske effekter er begrenset til visse kystvannssoner eller seksjoner",Ja,Ja,,,8,1.0,1.0,beskyttet-eksponert sublitoral fastbunn; brakk eufotisk finmaterialfattig bunn med liten erosjonsmotstand; brakk eufotisk finmaterialdominert bunn med liten erosjonsmotstand; brakk eufotisk finmaterialrik bunn med nokså stor erosjonsmotstand; finmaterialfattig afotisk bunn med liten erosjonsmotstand i øvre sublitoral; finmaterialfattig bunn med liten erosjonsmotstand i atlantisk vann; finmaterialdominert bunn med liten erosjonsmotstand i atlantisk vann; organisk finmaterialdominert bunn med liten erosjonsmotstand i atlantisk vann; eufotisk marin sedimentbunn
898,Fastlands-Norge med havområder,Karplanter,Magnoliophyta,Plantae\Magnoliophyta\Eudicots\Brassicales\Brassicaceae\Rapistrum,101287,Rapistrum rugosum,(L.) All.,lodnevindbukk,Selvstendig reproduserende,C2,LO,"2A,1",NK,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200.0,−7,Nei,,Nei,Nei,4.0,12.0,8,,,"ny fastmark på sterkt modifi-serte og syntetiske substrater, i rask suksesjon; sterkt endret åpen fastmark med løsmassedekke"
3135,Svalbard med kystsone,Pattedyr,Mammalia,Animalia\Chordata\Vertebrata\Mammalia\Rodentia\Myomorpha\Muroidea\Muridae\Murinae\Rattus,47953,Rattus norvegicus,"(Berkenhout, 1769)",brunrotte,Dørstokkart,B1,LO,"2A,2D",LO,2.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,200.0,46,Nei,,Ja,Ja,,,8,1.0,1.0,"sterkt endret åpen fastmark med løsmassedekke; sterkt endret, hyppig bearbeidet fastmark med intensivt hevdpreg"
470,Fastlands-Norge med havområder,Terrestriske invertebrater,Coleoptera,Animalia\Arthropoda\Insecta\Coleoptera\Polyphaga\Bostrichiformia\Bostrichoidea\Dermestidae\Megatominae\Megatomini\Reesa,6224,Reesa vespulae,"(Milliron, 1939)",vepsebolklanner,Dørstokkart,C0,NK,"1,1",LO,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,−112,Nei,,Nei,Nei,,,0,0.0,0.0,
868,Fastlands-Norge med havområder,Karplanter,Magnoliophyta,Plantae\Magnoliophyta\Eudicots\Brassicales\Resedaceae\Reseda,101330,Reseda lutea,L.,byreseda,Selvstendig reproduserende,E,LO,"3A,1",LO,3.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2000.0,77,Ja,Artens evne til reproduksjon og/eller spredning er begrenset til visse bioklimatiske soner eller seksjoner,Nei,Nei,396.0,1192.0,1200,,,"semi-naturlig eng; sterkt endret åpen fastmark med løsmassedekke; ny fastmark på sterkt modifi-serte og syntetiske substrater, i rask suksesjon; sterkt endret fastmark med preg av semi-naturlig eng; sterkt endret, varig fastmark med intensivt hevdpreg"
969,Fastlands-Norge med havområder,Karplanter,Magnoliophyta,Plantae\Magnoliophyta\Eudicots\Brassicales\Resedaceae\Reseda,101331,Reseda luteola,L.,fargereseda,Dørstokkart,C1,NK,"1,1",NK,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,25.0,0,Nei,,Nei,Nei,,,4,1.0,0.0,sterkt endret åpen fastmark med løsmassedekke; sterkt endret fastmark med preg av semi-naturlig eng
1418,Fastlands-Norge med havområder,Terrestriske invertebrater,Diptera,Animalia\Arthropoda\Insecta\Diptera\Cecidomyiidae\Resseliella,127795,Resseliella conicola,"(Foote, 1956)",,Dørstokkart,A,LO,"3A,1",NR,3.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2000.0,139,Nei,,Ja,Nei,,,20,4.0,1.0,treplantasje; fastmarksskogsmark
1417,Fastlands-Norge med havområder,Terrestriske invertebrater,Diptera,Animalia\Arthropoda\Insecta\Diptera\Cecidomyiidae\Resseliella,127797,Resseliella skuhravyorum,"Skrzypczynska, 1975",,Dørstokkart,A,LO,"3A,1",LO,3.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2000.0,139,Nei,,Ja,Nei,,,20,4.0,1.0,plantasjeskog; fastmarksskogsmark
2380,Fastlands-Norge med havområder,Terrestriske invertebrater,Hemiptera,Animalia\Arthropoda\Insecta\Hemiptera\Heteroptera\Cimicomorpha\Miroidea\Miridae\Orthotylinae\Orthotylini\Reuteria,170568,Reuteria marqueti,"Puton, 1875",,Dørstokkart,C1,LO,"3A,1",NR,3.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200.0,82,Nei,,Ja,Nei,,,12,2.0,1.0,"plener, parker og liknende; blomsterbed og liknende"
140,Fastlands-Norge med havområder,Karplanter,Magnoliophyta,Plantae\Magnoliophyta\Eudicots\Caryophyllales\Polygonaceae\Reynoutria,129593,Reynoutria ×bohemica,Chrtek & Chrtková,hybridslirekne,Selvstendig reproduserende,E,SE,"4AB,4D",SE,4.0,4.0,4.0,4.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,2000.0,1379,Nei,,Nei,Nei,1224.0,6120.0,18000,,,"semi-naturlig eng; sterkt endret åpen fastmark med løsmassedekke; blomsterbed og liknende; plener, parker og liknende; erosjonspreget flomskogsmark; fastmarksskogsmark; åpne flomfastmarker på sand, grus og stein; sterkt endret fastmark med preg av semi-naturlig eng; oppdyrket varig eng"
150,Fastlands-Norge med havområder,Karplanter,Magnoliophyta,Plantae\Magnoliophyta\Eudicots\Caryophyllales\Polygonaceae\Reynoutria,129594,Reynoutria japonica,Houtt.,parkslirekne,Selvstendig reproduserende,E,SE,"4AB,4D",SE,4.0,4.0,4.0,4.0,1.0,4.0,2.0,3.0,1.0,1.0,1.0,2000.0,2261,Nei,,Nei,Nei,11608.0,58040.0,100000,,,"sterkt endret åpen fastmark med løsmassedekke; avfallsdeponi o.l.; blomsterbed og liknende; plener, parker og liknende; flomskogsmark; fastmarksskogsmark; semi-naturlig eng; åpen flomfastmark; eng-aktig sterkt endret fastmark"
149,Fastlands-Norge med havområder,Karplanter,Magnoliophyta,Plantae\Magnoliophyta\Eudicots\Caryophyllales\Polygonaceae\Reynoutria,129595,Reynoutria sachalinensis,(F.Schmidt) Nakai,kjempeslirekne,Selvstendig reproduserende,E,SE,"4AB,4DE",SE,4.0,4.0,4.0,4.0,1.0,4.0,4.0,2.0,1.0,1.0,1.0,2000.0,811,Nei,,Nei,Nei,1144.0,5720.0,10000,,,"fastmarksskogsmark; semi-naturlig eng; åpen flomfastmark; flomskogsmark; sterkt endret åpen fastmark med løsmassedekke; ny fastmark på sterkt modifi-serte og syntetiske substrater, i rask suksesjon; blomsterbed og liknende; plener, parker og liknende; sterkt endret fastmark med preg av semi-naturlig eng; erosjonspreget flomskogsmark"
1620,Fastlands-Norge med havområder,"Sopper, det gule riket og bakterier",Fungi,Fungi\Ascomycota\Pezizomycotina\Leotiomycetes\Helotiales\Hemiphacidiaceae\Rhabdocline,67700,Rhabdocline pseudotsugae,Syd.,,Selvstendig reproduserende,D2,LO,"3A,1",NK,3.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2000.0,109,Ja,Artens evne til reproduksjon og/eller spredning er begrenset til visse bioklimatiske soner eller seksjoner,Nei,Nei,80.0,160.0,500,,,plantasjeskog
1081,Fastlands-Norge med havområder,Terrestriske invertebrater,Diptera,Animalia\Arthropoda\Insecta\Diptera\Tephritidae\Rhagoletis,127875,Rhagoletis cingulata,"(Loew, 1862)",,Dørstokkart,A,LO,"3A,1",LO,3.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2000.0,139,Nei,,Ja,Nei,,,20,4.0,1.0,treplantasje
2634,Fastlands-Norge med havområder,Karplanter,Magnoliophyta,Plantae\Magnoliophyta\Eudicots\Brassicales\Brassicaceae\Rhamphospermum,226606,Rhamphospermum nigrum,(L.) Al-Shehbaz,svartsennep,Selvstendig reproduserende,C2,LO,"2A,1",NK,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200.0,0,Nei,,Ja,Nei,4.0,8.0,8,,,"sterkt endret åpen fastmark med løsmassedekke; ny fastmark på sterkt modifi-serte og syntetiske substrater, i rask suksesjon; sterkt endret eller ny fastmark i langsom suksesjon; sterkt endret fastmark med preg av semi-naturlig eng"
3382,Fastlands-Norge med havområder,Terrestriske invertebrater,Hemiptera,Animalia\Arthropoda\Insecta\Hemiptera\Heteroptera\Pentatomomorpha\Pentatomoidea\Pentatomidae\Pentatominae\Pentatomini\Rhaphigaster,216295,Rhaphigaster nebulosa,"(Poda, 1761)",,Dørstokkart,A,HI,"4A,2D",,4.0,2.0,4.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2000.0,185,Nei,,Ja,Nei,,,28,3.0,3.0,"plener, parker og liknende; blomsterbed og liknende"
941,Fastlands-Norge med havområder,Karplanter,Magnoliophyta,Plantae\Magnoliophyta\Eudicots\Caryophyllales\Polygonaceae\Rheum,160780,Rheum rhabarbarum,L.,hagerabarbra,Selvstendig reproduserende,C3,PH,"4AB,1",NR,4.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2000.0,1343,Nei,,Nei,Nei,1308.0,5236.0,15000,,,
2028,Fastlands-Norge med havområder,Karplanter,Magnoliophyta,Plantae\Magnoliophyta\Eudicots\Lamiales\Orobanchaceae\Rhinanthus,169104,Rhinanthus alectorolophus,(Scop.) Pollich,lodneengkall,Selvstendig reproduserende,D2,LO,"2A,1",NK,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2000.0,0,Nei,,Nei,Nei,24.0,48.0,48,,,sterkt endret fastmark med preg av semi-naturlig eng
2228,Fastlands-Norge med havområder,Marine invertebrater,Malacostraca,Animalia\Arthropoda\Crustacea\Multicrustacea\Malacostraca\Decapoda\Pleocyemata\Brachyura\Panopeidae\Rhithropanopeus,170077,Rhithropanopeus harrisii,"(Gould, 1841)",,Dørstokkart,A,HI,"4A,2E",HI,4.0,2.0,4.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2000.0,365,Nei,,Ja,Ja,,,72,10.0,3.0,brakk eufotisk finmaterialrik bunn med nokså stor erosjonsmotstand; brakk eufotisk finmaterialdominert bunn med intermediær til stor erosjonsmotstand
4783,Fastlands-Norge med havområder,"Sopper, det gule riket og bakterier",Fungi,Fungi\Basidiomycota\Agaricomycotina\Agaricomycetes\Cantharellales\Ceratobasidiaceae\Rhizoctonia,216866,Rhizoctonia butinii,"Oberw., R.Bauer, Garnica & R.Kirschner",,Dørstokkart,A,HI,"4AB,2E",,4.0,2.0,4.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2000.0,4933,Nei,,Nei,Nei,,,8000,2000.0,0.0,fastmarksskogsmark
5069,Fastlands-Norge med havområder,Fisker,Actinopterygii,Animalia\Chordata\Vertebrata\Actinopterygii\Cypriniformes\Cyprinidae\Rhodeus,216566,Rhodeus amarus,"Bloch, 1782",,Dørstokkart,A,HI,"3A,3D",,3.0,3.0,4.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2000.0,139,Ja,"Artens evne til reproduksjon og/eller spredning er begrenset til visse kystvannssoner eller seksjoner, Artens økologiske effekter er begrenset til bestemte naturtyper, Artens økologiske effekter er begrenset til visse kystvannssoner eller seksjoner",Ja,Nei,,,20,5.0,0.0,elvevannmasser; ikke-lagdelte (polymiktiske) vannmasser med fiskesamfunn; lagdelte fullsirkulerende (mono- og dimiktiske) vannmasser med fiskesamfunn
616,Fastlands-Norge med havområder,Fisker,Actinopterygii,Animalia\Chordata\Vertebrata\Actinopterygii\Cypriniformes\Cyprinidae\Rhodeus,128596,Rhodeus sericeus,"(Pallas, 1776)",bitterling,Dørstokkart,A,HI,"3A,3D",NR,3.0,3.0,4.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2000.0,139,Ja,"Artens evne til reproduksjon og/eller spredning er begrenset til visse kystvannssoner eller seksjoner, Artens økologiske effekter er begrenset til visse kystvannssoner eller seksjoner, Artens økologiske effekter er begrenset til bestemte naturtyper",Ja,Ja,,,20,5.0,0.0,elvevannmasser; lagdelte fullsirkulerende (mono- og dimiktiske) vannmasser med fiskesamfunn; ikke-lagdelte (polymiktiske) vannmasser med fiskesamfunn
937,Fastlands-Norge med havområder,Karplanter,Magnoliophyta,Plantae\Magnoliophyta\Eudicots\Ericales\Ericaceae\Rhododendron,101819,Rhododendron brachycarpum,D.Don ex G.Don,fuji-rhododendron,Selvstendig reproduserende,C2,HI,"2A,4I",LO,2.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2000.0,12,Nei,,Nei,Nei,8.0,24.0,36,,,fastmarksskogsmark
936,Fastlands-Norge med havområder,Karplanter,Magnoliophyta,Plantae\Magnoliophyta\Eudicots\Ericales\Ericaceae\Rhododendron,101820,Rhododendron catawbiense,Michx.,parkrhododendron,Selvstendig reproduserende,C3,SE,"4AB,4I",LO,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2000.0,590,Ja,Artens evne til reproduksjon og/eller spredning er begrenset til visse bioklimatiske soner eller seksjoner,Nei,Nei,132.0,288.0,500,,,"fastmarksskogsmark; sterkt endret, varig fastmark med intensivt hevdpreg; sterkt endret fastmark med preg av semi-naturlig eng; ny fastmark på sterkt modifi-serte og syntetiske substrater, i rask suksesjon"
6073,Fastlands-Norge med havområder,Karplanter,Magnoliophyta,Plantae\Magnoliophyta\Eudicots\Ericales\Ericaceae\Rhododendron,217926,Rhododendron luteum,Sweet,,Dørstokkart,B2,HI,"2A,4I",,2.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,200.0,46,Nei,,Nei,Nei,,,8,1.0,1.0,
2414,Fastlands-Norge med havområder,Karplanter,Magnoliophyta,Plantae\Magnoliophyta\Eudicots\Ericales\Ericaceae\Rhododendron\Rhododendron ponticum,170629,Rhododendron ponticum subsp. baeticum,(Boiss. & Reut.) Hand.-Mazz.,,Dørstokkart,B2,HI,"2A,4I",PH,2.0,4.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,200.0,46,Nei,,Nei,Nei,,,8,1.0,1.0,kalkfattig bakli-hei; kalkfattige kystlyngheier; kystlynghei
934,Fastlands-Norge med havområder,Karplanter,Magnoliophyta,Plantae\Magnoliophyta\Eudicots\Ericales\Ericaceae\Rhododendron,101822,Rhododendron sutchuenense,Franch.,snø-rhododendron,Dørstokkart,B2,PH,"1,4I",NK,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,25.0,0,Nei,,Nei,Nei,,,4,1.0,0.0,
5191,Fastlands-Norge med havområder,Marine invertebrater,Cnidaria,Animalia\Cnidaria\Scyphozoa\Rhizostomae\Rhizostomatidae\Rhopilema,220151,Rhopilema nomadica,"Galil, Spanier & Ferguson, 1990",,Dørstokkart,A,LO,"3A,1",,3.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200.0,112,Nei,,Ja,Nei,,,16,2.0,2.0,epipelagiale havvannmasser
932,Fastlands-Norge med havområder,Karplanter,Magnoliophyta,Plantae\Magnoliophyta\Eudicots\Sapindales\Anacardiaceae\Rhus,103550,Rhus typhina,L.,hjortesumak,Dørstokkart,C1,PH,"4AB,1",LO,4.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2000.0,527,Nei,,Nei,Nei,,,84,1.0,20.0,"plener, parker og liknende; avfallsdeponi o.l.; ny fastmark på sterkt modifi-serte og syntetiske substrater, i rask suksesjon; sterkt endret fastmark med preg av semi-naturlig eng; fastmarksskogsmark"
2830,Fastlands-Norge med havområder,Terrestriske invertebrater,Hemiptera,Animalia\Arthropoda\Insecta\Hemiptera\Auchenorrhyncha\Cicadomorpha\Cicadelloidea\Cicadellidae\Idiocerinae\Rhytidodus,110980,Rhytidodus decimusquartus,"(Schrank, 1776)",,Selvstendig reproduserende,C3,LO,"2A,1",LO,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2000.0,34,Nei,,Ja,Nei,16.0,48.0,100,,,"plener, parker og liknende"
2854,Fastlands-Norge med havområder,Terrestriske invertebrater,Coleoptera,Animalia\Arthropoda\Insecta\Coleoptera\Polyphaga\Cucujiformia\Cucujoidea\Coccinellidae\Coccidulinae\Coccidulini\Rhyzobius,7438,Rhyzobius chrysomeloides,"(Herbst, 1792)",parkrotmarihøne,Dørstokkart,C0,LO,"3A,1",LO,3.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200.0,82,Nei,,Ja,Nei,,,12,2.0,1.0,"plener, parker og liknende; sterkt endret fastmark med preg av semi-naturlig eng"
924,Fastlands-Norge med havområder,Karplanter,Magnoliophyta,Plantae\Magnoliophyta\Eudicots\Saxifragales\Grossulariaceae\Ribes,160831,Ribes aureum,Pursh,gullrips,Selvstendig reproduserende,C2,LO,"3A,1",LO,3.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2000.0,134,Nei,,Nei,Nei,72.0,360.0,700,,,sterkt endret fastmark med preg av semi-naturlig eng; avfallsdeponi o.l.; fastmarksskogsmark; semi-naturlig eng
925,Fastlands-Norge med havområder,Karplanter,Magnoliophyta,Plantae\Magnoliophyta\Eudicots\Saxifragales\Grossulariaceae\Ribes,103610,Ribes divaricatum,Douglas,svartstikkelsbær,Selvstendig reproduserende,C2,PH,"4A,1",LO,4.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2000.0,231,Nei,,Nei,Nei,108.0,540.0,1000,,,fastmarksskogsmark; sterkt endret fastmark med preg av semi-naturlig eng
6078,Fastlands-Norge med havområder,Karplanter,Magnoliophyta,Plantae\Magnoliophyta\Eudicots\Saxifragales\Grossulariaceae\Ribes,160823,Ribes glandulosum,Grauer,,Dørstokkart,B2,LO,"3A,1",,3.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2000.0,139,Nei,,Nei,Nei,,,20,2.0,3.0,
2026,Fastlands-Norge med havområder,Karplanter,Magnoliophyta,Plantae\Magnoliophyta\Eudicots\Saxifragales\Grossulariaceae\Ribes,145629,Ribes nevadense,Kellogg,sierrarips,Dørstokkart,C0,LO,"2A,1",NR,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200.0,46,Nei,,Nei,Nei,,,8,2.0,0.0,
6077,Fastlands-Norge med havområder,Karplanter,Magnoliophyta,Plantae\Magnoliophyta\Eudicots\Saxifragales\Grossulariaceae\Ribes,217928,Ribes ×nidigrolaria,Rud.Bauer & A.Bauer,,Dørstokkart,B2,LO,"2A,1",,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200.0,46,Nei,,Nei,Nei,,,8,2.0,0.0,
926,Fastlands-Norge med havområder,Karplanter,Magnoliophyta,Plantae\Magnoliophyta\Eudicots\Saxifragales\Grossulariaceae\Ribes,103613,Ribes ×pallidum,Otto & A.Dietr.,hollandrips,Selvstendig reproduserende,C3,PH,"4A,1",LO,4.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2000.0,368,Nei,,Nei,Nei,332.0,1316.0,4500,,,lågurtskog; sterkt endret fastmark med preg av semi-naturlig eng; sterkt endret åpen fastmark med løsmassedekke; kalklågurtskog; åpen grunnlendt kalkrik mark i boreonemoral sone
2025,Fastlands-Norge med havområder,Karplanter,Magnoliophyta,Plantae\Magnoliophyta\Eudicots\Saxifragales\Grossulariaceae\Ribes,145630,Ribes petraeum,Wulfen,bergrips,Dørstokkart,C0,NK,"1,1",NR,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,25.0,0,Nei,,Nei,Nei,,,4,1.0,0.0,
923,Fastlands-Norge med havområder,Karplanter,Magnoliophyta,Plantae\Magnoliophyta\Eudicots\Saxifragales\Grossulariaceae\Ribes,103614,Ribes rubrum,L.,hagerips,Etablert per år 1800,C2,NR,,NR,,,,,,,,,,,,,,,,,,,,0,,,
922,Fastlands-Norge med havområder,Karplanter,Magnoliophyta,Plantae\Magnoliophyta\Eudicots\Saxifragales\Grossulariaceae\Ribes,103615,Ribes sanguineum,Pursh,blodrips,Selvstendig reproduserende,C3,PH,"4AB,1",LO,4.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2000.0,913,Nei,,Nei,Nei,388.0,1924.0,4000,,,"lågurtskog; fastmarksskogsmark; sterkt endret åpen fastmark med løsmassedekke; avfallsdeponi o.l.; semi-naturlig eng; sterkt endret, varig fastmark med intensivt hevdpreg; nakent berg; sterkt endret fastmark med preg av semi-naturlig eng"
921,Fastlands-Norge med havområder,Karplanter,Magnoliophyta,Plantae\Magnoliophyta\Eudicots\Saxifragales\Grossulariaceae\Ribes,103620,Ribes uva-crispa,L.,stikkelsbær,Selvstendig reproduserende,E,PH,"4AB,1",NR,4.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2000.0,623,Nei,,Nei,Nei,5424.0,27124.0,50000,,,"fastmarksskogsmark; kalkedellauvskog; grus- og steindominert strand og strandlinje; åpen grunnlendt kalkrik mark i boreonemoral sone; åpen grunnlendt kalkrik mark i sørboreal sone; åpen grunnlendt mark; sterkt endret åpen fastmark med løsmassedekke; sterkt endret, varig fastmark med intensivt hevdpreg"
4525,Fastlands-Norge med havområder,Moser,Marchantiophyta,Plantae\Marchantiophyta\Marchantiopsida\Marchantiales\Ricciaceae\Riccia,213767,Riccia rhenana,Lorb. ex Müll. Frib.,,Dørstokkart,A,LO,"2A,1",,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200.0,46,Nei,,Nei,Nei,,,8,2.0,0.0,
1001,Fastlands-Norge med havområder,Moser,Marchantiophyta,Plantae\Marchantiophyta\Marchantiopsida\Marchantiales\Ricciaceae\Ricciocarpos,105469,Ricciocarpos natans,(L.) Corda,svanemat,Selvstendig reproduserende,E,HI,"4A,2DF",PH,4.0,2.0,4.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2000.0,225,Nei,,Nei,Nei,72.0,144.0,500,,,kalkrik helofyttsump
930,Fastlands-Norge med havområder,Karplanter,Magnoliophyta,Plantae\Magnoliophyta\Eudicots\Fabales\Fabaceae\Robinia,131417,Robinia pseudoacacia,L.,robinia,Selvstendig reproduserende,C2,LO,"3A,2E",LO,3.0,2.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2000.0,111,Nei,,Ja,Ja,68.0,340.0,800,,,"ny fastmark på sterkt modifi-serte og syntetiske substrater, i rask suksesjon; sterkt endret fastmark med preg av semi-naturlig eng; fastmarksskogsmark"
2211,Fastlands-Norge med havområder,Karplanter,Magnoliophyta,Plantae\Magnoliophyta\Eudicots\Fabales\Fabaceae\Robinia,170017,Robinia viscosa,Vent.,klisterrobinia,Dørstokkart,C1,LO,"2A,1",NK,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200.0,46,Nei,,Nei,Nei,,,8,1.0,1.0,
2210,Fastlands-Norge med havområder,Karplanter,Magnoliophyta,Plantae\Magnoliophyta\Eudicots\Saxifragales\Saxifragaceae\Rodgersia,170037,Rodgersia aesculifolia,Batalin,kastanjebronseblad,Dørstokkart,C0,NK,"1,1",NK,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,25.0,0,Nei,,Nei,Nei,,,4,1.0,0.0,
944,Fastlands-Norge med havområder,Karplanter,Magnoliophyta,Plantae\Magnoliophyta\Eudicots\Saxifragales\Saxifragaceae\Rodgersia,103644,Rodgersia podophylla,A.Gray,koreabronseblad,Selvstendig reproduserende,C3,PH,"4AB,1",LO,4.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2000.0,984,Nei,,Nei,Nei,252.0,1248.0,5000,,,fastmarksskogsmark; sterkt endret åpen fastmark med løsmassedekke; sterkt endret fastmark med preg av semi-naturlig eng
5070,Fastlands-Norge med havområder,Fisker,Actinopterygii,Animalia\Chordata\Vertebrata\Actinopterygii\Cypriniformes\Cyprinidae\Romanogobio,216568,Romanogobio belingi,"(Slastenenko, 1934)",,Dørstokkart,A,LO,"2A,1",,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200.0,46,Nei,,Ja,Nei,,,8,2.0,0.0,elvevannmasser; elvevannmasser preget av kronisk kjemisk påvirkning
