Ekspertkomité,Vurderingsområde,Vitenskapelig navn id,Fremmedartsstatus,Etableringsklasse,Risikokategori 2018,Risikokategori 2023,Skår Invasjonspotensial,Skår Økologisk effekt,Vitenskapelig navn id,Klimaeffekter invasjonspotensial,Klimaeffekter økologisk effekt
Karplanter,Fastlands-Norge med havområder,226297,Vurderes på et annet taksonomisk nivå,,,PH,4.0,1.0,226297,Nei,Nei
Terrestriske invertebrater,Fastlands-Norge med havområder,12945,Selvstendig reproduserende,C2,LO,LO,3.0,1.0,12945,Ja,Nei
Karplanter,Fastlands-Norge med havområder,128858,Selvstendig reproduserende,C2,NK,LO,2.0,1.0,128858,Nei,Nei
Karplanter,Fastlands-Norge med havområder,102158,Selvstendig reproduserende,C2,LO,LO,3.0,2.0,102158,Nei,Nei
Terrestriske invertebrater,Fastlands-Norge med havområder,19764,Dørstokkart,A,,LO,3.0,2.0,19764,Ja,Nei
Terrestriske invertebrater,Fastlands-Norge med havområder,19766,Dørstokkart,A,,LO,3.0,2.0,19766,Ja,Nei
Terrestriske invertebrater,Fastlands-Norge med havområder,216293,Dørstokkart,A,,HI,4.0,2.0,216293,Ja,Nei
Terrestriske invertebrater,Fastlands-Norge med havområder,19777,Selvstendig reproduserende,D2,,LO,2.0,1.0,19777,Ja,Nei
Terrestriske invertebrater,Fastlands-Norge med havområder,19779,Dørstokkart,A,,PH,4.0,1.0,19779,Ja,Nei
Rundormer og flatormer,Fastlands-Norge med havområder,216488,Dørstokkart,B1,,LO,3.0,1.0,216488,Ja,Nei
"Sopper, det gule riket og bakterier",Fastlands-Norge med havområder,220005,Dørstokkart,A,,HI,4.0,2.0,220005,Ja,Ja
Marine invertebrater,Fastlands-Norge med havområder,170084,Selvstendig reproduserende,C2,LO,LO,3.0,2.0,170084,Ja,Ja
Karplanter,Fastlands-Norge med havområder,103137,Selvstendig reproduserende,E,LO,LO,3.0,1.0,103137,Nei,Nei
Karplanter,Fastlands-Norge med havområder,103140,Dørstokkart,C1,NK,NK,1.0,1.0,103140,Nei,Nei
Karplanter,Svalbard med kystsone,103140,Selvstendig reproduserende,C3,LO,LO,2.0,1.0,103140,Nei,Nei
Karplanter,Fastlands-Norge med havområder,103155,Dørstokkart,C1,NK,NK,1.0,1.0,103155,Nei,Nei
Karplanter,Fastlands-Norge med havområder,103166,Selvstendig reproduserende,C2,NK,LO,2.0,1.0,103166,Nei,Nei
Karplanter,Svalbard med kystsone,103168,Selvstendig reproduserende,C2,LO,LO,2.0,1.0,103168,Nei,Nei
Karplanter,Svalbard med kystsone,103175,Dørstokkart,C1,LO,NK,1.0,1.0,103175,Nei,Nei
Marine invertebrater,Fastlands-Norge med havområder,128932,Dørstokkart,A,PH,HI,2.0,4.0,128932,Ja,Ja
Karplanter,Fastlands-Norge med havområder,101287,Selvstendig reproduserende,C2,NK,LO,2.0,1.0,101287,Nei,Nei
Pattedyr,Svalbard med kystsone,47953,Dørstokkart,B1,LO,LO,2.0,2.0,47953,Ja,Ja
Terrestriske invertebrater,Fastlands-Norge med havområder,6224,Dørstokkart,C0,LO,NK,1.0,1.0,6224,Nei,Nei
Karplanter,Fastlands-Norge med havområder,101330,Selvstendig reproduserende,E,LO,LO,3.0,1.0,101330,Nei,Nei
Karplanter,Fastlands-Norge med havområder,101331,Dørstokkart,C1,NK,NK,1.0,1.0,101331,Nei,Nei
Terrestriske invertebrater,Fastlands-Norge med havområder,127797,Dørstokkart,A,LO,LO,3.0,1.0,127797,Ja,Nei
Karplanter,Fastlands-Norge med havområder,129593,Selvstendig reproduserende,E,SE,SE,4.0,4.0,129593,Nei,Nei
Karplanter,Fastlands-Norge med havområder,129594,Selvstendig reproduserende,E,SE,SE,4.0,4.0,129594,Nei,Nei
Karplanter,Fastlands-Norge med havområder,129595,Selvstendig reproduserende,E,SE,SE,4.0,4.0,129595,Nei,Nei
"Sopper, det gule riket og bakterier",Fastlands-Norge med havområder,67700,Selvstendig reproduserende,D2,NK,LO,3.0,1.0,67700,Nei,Nei
Terrestriske invertebrater,Fastlands-Norge med havområder,127875,Dørstokkart,A,LO,LO,3.0,1.0,127875,Ja,Nei
Karplanter,Fastlands-Norge med havområder,226606,Selvstendig reproduserende,C2,NK,LO,2.0,1.0,226606,Ja,Nei
Terrestriske invertebrater,Fastlands-Norge med havområder,216295,Dørstokkart,A,,HI,4.0,2.0,216295,Ja,Nei
Karplanter,Fastlands-Norge med havområder,169104,Selvstendig reproduserende,D2,NK,LO,2.0,1.0,169104,Nei,Nei
Marine invertebrater,Fastlands-Norge med havområder,170077,Dørstokkart,A,HI,HI,4.0,2.0,170077,Ja,Ja
"Sopper, det gule riket og bakterier",Fastlands-Norge med havområder,216866,Dørstokkart,A,,HI,4.0,2.0,216866,Nei,Nei
Fisker,Fastlands-Norge med havområder,216566,Dørstokkart,A,,HI,3.0,3.0,216566,Ja,Nei
Karplanter,Fastlands-Norge med havområder,101819,Selvstendig reproduserende,C2,LO,HI,2.0,4.0,101819,Nei,Nei
Karplanter,Fastlands-Norge med havområder,101820,Selvstendig reproduserende,C3,LO,SE,4.0,4.0,101820,Nei,Nei
Karplanter,Fastlands-Norge med havområder,217926,Dørstokkart,B2,,HI,2.0,4.0,217926,Nei,Nei
Karplanter,Fastlands-Norge med havområder,170629,Dørstokkart,B2,PH,HI,2.0,4.0,170629,Nei,Nei
Karplanter,Fastlands-Norge med havområder,101822,Dørstokkart,B2,NK,PH,1.0,4.0,101822,Nei,Nei
Marine invertebrater,Fastlands-Norge med havområder,220151,Dørstokkart,A,,LO,3.0,1.0,220151,Ja,Nei
Karplanter,Fastlands-Norge med havområder,103550,Dørstokkart,C1,LO,PH,4.0,1.0,103550,Nei,Nei
Terrestriske invertebrater,Fastlands-Norge med havområder,110980,Selvstendig reproduserende,C3,LO,LO,2.0,1.0,110980,Ja,Nei
Terrestriske invertebrater,Fastlands-Norge med havområder,7438,Dørstokkart,C0,LO,LO,3.0,1.0,7438,Ja,Nei
Karplanter,Fastlands-Norge med havområder,160831,Selvstendig reproduserende,C2,LO,LO,3.0,1.0,160831,Nei,Nei
Karplanter,Fastlands-Norge med havområder,103610,Selvstendig reproduserende,C2,LO,PH,4.0,1.0,103610,Nei,Nei
Karplanter,Fastlands-Norge med havområder,160823,Dørstokkart,B2,,LO,3.0,1.0,160823,Nei,Nei
Karplanter,Fastlands-Norge med havområder,217928,Dørstokkart,B2,,LO,2.0,1.0,217928,Nei,Nei
Karplanter,Fastlands-Norge med havområder,103613,Selvstendig reproduserende,C3,LO,PH,4.0,1.0,103613,Nei,Nei
Karplanter,Fastlands-Norge med havområder,103615,Selvstendig reproduserende,C3,LO,PH,4.0,1.0,103615,Nei,Nei
Moser,Fastlands-Norge med havområder,213767,Dørstokkart,A,,LO,2.0,1.0,213767,Nei,Nei
Moser,Fastlands-Norge med havområder,105469,Selvstendig reproduserende,E,PH,HI,4.0,2.0,105469,Nei,Nei
Karplanter,Fastlands-Norge med havområder,131417,Selvstendig reproduserende,C2,LO,LO,3.0,2.0,131417,Ja,Ja
Karplanter,Fastlands-Norge med havområder,170017,Dørstokkart,C1,NK,LO,2.0,1.0,170017,Nei,Nei
Karplanter,Fastlands-Norge med havområder,170037,Dørstokkart,C0,NK,NK,1.0,1.0,170037,Nei,Nei
Karplanter,Fastlands-Norge med havområder,103644,Selvstendig reproduserende,C3,LO,PH,4.0,1.0,103644,Nei,Nei
Fisker,Fastlands-Norge med havområder,216568,Dørstokkart,A,,LO,2.0,1.0,216568,Ja,Nei
Karplanter,Fastlands-Norge med havområder,101293,Selvstendig reproduserende,,SE,SE,4.0,3.0,101293,Nei,Nei
Karplanter,Fastlands-Norge med havområder,101294,Selvstendig reproduserende,,LO,HI,3.0,3.0,101294,Nei,Nei
Karplanter,Fastlands-Norge med havområder,128001,Selvstendig reproduserende,C2,NK,LO,3.0,1.0,128001,Nei,Nei
Karplanter,Fastlands-Norge med havområder,217934,Dørstokkart,A,,NK,1.0,1.0,217934,Nei,Nei
Karplanter,Fastlands-Norge med havområder,128777,Dørstokkart,C0,NK,NK,1.0,1.0,128777,Nei,Nei
Karplanter,Fastlands-Norge med havområder,103391,Selvstendig reproduserende,E,PH,PH,4.0,1.0,103391,Nei,Nei
Karplanter,Fastlands-Norge med havområder,103397,Selvstendig reproduserende,C2,LO,LO,3.0,1.0,103397,Nei,Nei
Karplanter,Fastlands-Norge med havområder,103398,Selvstendig reproduserende,C2,LO,PH,4.0,1.0,103398,Nei,Nei
Karplanter,Fastlands-Norge med havområder,128860,Dørstokkart,B2,NK,NK,1.0,1.0,128860,Nei,Nei
Karplanter,Fastlands-Norge med havområder,103399,Selvstendig reproduserende,C3,LO,PH,4.0,1.0,103399,Nei,Nei
Karplanter,Fastlands-Norge med havområder,103403,Selvstendig reproduserende,E,SE,SE,4.0,4.0,103403,Nei,Nei
Karplanter,Fastlands-Norge med havområder,128787,Selvstendig reproduserende,D2,LO,PH,4.0,1.0,128787,Nei,Nei
Karplanter,Fastlands-Norge med havområder,103407,Dørstokkart,A,,NK,1.0,1.0,103407,Nei,Nei
Rundormer og flatormer,Fastlands-Norge med havområder,216490,Selvstendig reproduserende,C2,,LO,3.0,1.0,216490,Ja,Nei
Rundormer og flatormer,Fastlands-Norge med havområder,216491,Selvstendig reproduserende,C2,,PH,4.0,1.0,216491,Nei,Nei
Karplanter,Fastlands-Norge med havområder,103409,Dørstokkart,C0,LO,LO,2.0,1.0,103409,Nei,Nei
Karplanter,Fastlands-Norge med havområder,103411,Selvstendig reproduserende,E,LO,HI,4.0,2.0,103411,Nei,Nei
Karplanter,Fastlands-Norge med havområder,103412,Dørstokkart,C0,NK,NK,1.0,1.0,103412,Nei,Nei
Karplanter,Fastlands-Norge med havområder,128003,Dørstokkart,C0,NK,NK,1.0,1.0,128003,Nei,Nei
Karplanter,Fastlands-Norge med havområder,103417,Dørstokkart,C1,NK,NK,1.0,1.0,103417,Nei,Nei
Karplanter,Fastlands-Norge med havområder,103418,Dørstokkart,C1,NK,NK,1.0,1.0,103418,Nei,Nei
Karplanter,Fastlands-Norge med havområder,170090,Selvstendig reproduserende,C2,NK,LO,2.0,1.0,170090,Nei,Nei
Karplanter,Fastlands-Norge med havområder,128788,Dørstokkart,C1,NK,NK,1.0,1.0,128788,Nei,Nei
Karplanter,Fastlands-Norge med havområder,160995,Dørstokkart,A,,NK,1.0,1.0,160995,Nei,Nei
Karplanter,Fastlands-Norge med havområder,103426,Dørstokkart,C1,NK,NK,1.0,1.0,103426,Nei,Nei
Karplanter,Fastlands-Norge med havområder,173100,Selvstendig reproduserende,C2,NK,LO,2.0,1.0,173100,Nei,Nei
Karplanter,Fastlands-Norge med havområder,145634,Dørstokkart,C1,NK,NK,1.0,1.0,145634,Nei,Nei
Karplanter,Fastlands-Norge med havområder,103428,Selvstendig reproduserende,D2,LO,HI,4.0,2.0,103428,Nei,Nei
Karplanter,Fastlands-Norge med havområder,103430,Selvstendig reproduserende,C2,NK,NK,1.0,1.0,103430,Nei,Nei
Karplanter,Fastlands-Norge med havområder,225679,Dørstokkart,C1,NK,NK,1.0,1.0,225679,Nei,Nei
Karplanter,Fastlands-Norge med havområder,211756,Selvstendig reproduserende,D2,LO,LO,3.0,2.0,211756,Nei,Nei
Karplanter,Fastlands-Norge med havområder,103440,Selvstendig reproduserende,E,LO,PH,4.0,1.0,103440,Nei,Nei
Karplanter,Fastlands-Norge med havområder,103442,Dørstokkart,C1,LO,LO,2.0,1.0,103442,Nei,Nei
Karplanter,Fastlands-Norge med havområder,103446,Selvstendig reproduserende,C2,NK,NK,1.0,1.0,103446,Nei,Nei
Karplanter,Fastlands-Norge med havområder,103449,Dørstokkart,C1,NK,NK,1.0,1.0,103449,Nei,Nei
Karplanter,Fastlands-Norge med havområder,103451,Dørstokkart,C0,NK,NK,1.0,1.0,103451,Nei,Nei
Karplanter,Fastlands-Norge med havområder,141637,Dørstokkart,C0,NK,NK,1.0,1.0,141637,Nei,Nei
Karplanter,Fastlands-Norge med havområder,103454,Dørstokkart,C1,NK,NK,1.0,1.0,103454,Nei,Nei
Karplanter,Fastlands-Norge med havområder,103455,Selvstendig reproduserende,E,LO,SE,4.0,3.0,103455,Nei,Nei
Karplanter,Fastlands-Norge med havområder,100781,Selvstendig reproduserende,C3,LO,LO,3.0,1.0,100781,Nei,Nei
Karplanter,Svalbard med kystsone,100887,Selvstendig reproduserende,C3,NK,LO,2.0,1.0,100887,Nei,Nei
Marine invertebrater,Fastlands-Norge med havområder,108377,Dørstokkart,C0,LO,LO,3.0,1.0,108377,Ja,Nei
Karplanter,Svalbard med kystsone,102953,Selvstendig reproduserende,C3,NK,LO,2.0,1.0,102953,Ja,Nei
Karplanter,Fastlands-Norge med havområder,161100,Selvstendig reproduserende,E,LO,PH,4.0,1.0,161100,Nei,Nei
Karplanter,Fastlands-Norge med havområder,102967,Selvstendig reproduserende,D2,LO,LO,3.0,2.0,102967,Nei,Nei
Karplanter,Fastlands-Norge med havområder,102984,Selvstendig reproduserende,D2,NK,LO,2.0,1.0,102984,Nei,Nei
Karplanter,Fastlands-Norge med havområder,102987,Selvstendig reproduserende,D2,LO,PH,4.0,1.0,102987,Nei,Nei
Terrestriske invertebrater,Fastlands-Norge med havområder,216305,Dørstokkart,A,,HI,2.0,3.0,216305,Ja,Ja
Pattedyr,Fastlands-Norge med havområder,216771,Dørstokkart,A,,NK,1.0,1.0,216771,Nei,Nei
Fisker,Fastlands-Norge med havområder,42631,Regionalt fremmed,E,HI,HI,3.0,3.0,42631,Nei,Nei
Karplanter,Fastlands-Norge med havområder,101532,Selvstendig reproduserende,C2,NK,LO,2.0,1.0,101532,Nei,Nei
Amfibier og reptiler,Fastlands-Norge med havområder,169527,Dørstokkart,A,NK,LO,1.0,3.0,169527,Nei,Ja
Karplanter,Fastlands-Norge med havområder,102653,Selvstendig reproduserende,C3,LO,LO,3.0,1.0,102653,Nei,Nei
Karplanter,Fastlands-Norge med havområder,128904,Selvstendig reproduserende,C3,NK,LO,2.0,1.0,128904,Nei,Nei
Karplanter,Fastlands-Norge med havområder,128004,Selvstendig reproduserende,C2,LO,PH,4.0,1.0,128004,Nei,Nei
Karplanter,Fastlands-Norge med havområder,214813,Dørstokkart,C1,NK,LO,2.0,1.0,214813,Nei,Nei
Karplanter,Fastlands-Norge med havområder,214814,Selvstendig reproduserende,E,LO,PH,4.0,1.0,214814,Nei,Nei
Karplanter,Fastlands-Norge med havområder,214815,Selvstendig reproduserende,E,LO,PH,4.0,1.0,214815,Nei,Nei
Karplanter,Fastlands-Norge med havområder,102651,Selvstendig reproduserende,D1,NK,LO,2.0,1.0,102651,Nei,Nei
Karplanter,Fastlands-Norge med havområder,161198,Selvstendig reproduserende,C2,NK,LO,2.0,1.0,161198,Nei,Nei
Karplanter,Fastlands-Norge med havområder,102658,Dørstokkart,C1,NK,NK,1.0,1.0,102658,Nei,Nei
Karplanter,Fastlands-Norge med havområder,170203,Selvstendig reproduserende,D2,HI,HI,3.0,3.0,170203,Nei,Nei
Karplanter,Fastlands-Norge med havområder,170204,Selvstendig reproduserende,C2,LO,HI,3.0,3.0,170204,Nei,Nei
Karplanter,Fastlands-Norge med havområder,102666,Selvstendig reproduserende,E,LO,PH,4.0,1.0,102666,Nei,Nei
Karplanter,Fastlands-Norge med havområder,128903,Selvstendig reproduserende,E,LO,PH,4.0,1.0,128903,Nei,Nei
Karplanter,Fastlands-Norge med havområder,170060,Dørstokkart,C1,LO,LO,3.0,2.0,170060,Nei,Nei
Karplanter,Fastlands-Norge med havområder,129589,Selvstendig reproduserende,E,HI,SE,4.0,3.0,129589,Nei,Nei
Karplanter,Fastlands-Norge med havområder,128789,Dørstokkart,C1,LO,LO,2.0,1.0,128789,Nei,Nei
Karplanter,Fastlands-Norge med havområder,145635,Dørstokkart,B2,NK,NK,1.0,1.0,145635,Nei,Nei
Karplanter,Fastlands-Norge med havområder,161242,Selvstendig reproduserende,C2,NK,LO,2.0,1.0,161242,Nei,Nei
Karplanter,Fastlands-Norge med havområder,102682,Selvstendig reproduserende,,LO,LO,3.0,1.0,102682,Nei,Nei
Karplanter,Fastlands-Norge med havområder,102683,Selvstendig reproduserende,D1,HI,HI,2.0,3.0,102683,Nei,Nei
Karplanter,Fastlands-Norge med havområder,102691,Selvstendig reproduserende,C2,NK,LO,2.0,1.0,102691,Nei,Nei
Karplanter,Fastlands-Norge med havområder,102695,Selvstendig reproduserende,E,LO,LO,3.0,1.0,102695,Nei,Nei
Karplanter,Fastlands-Norge med havområder,102703,Selvstendig reproduserende,C3,NK,LO,2.0,1.0,102703,Nei,Nei
Karplanter,Fastlands-Norge med havområder,143557,Selvstendig reproduserende,C3,LO,LO,3.0,1.0,143557,Nei,Nei
Karplanter,Fastlands-Norge med havområder,145636,Dørstokkart,B2,LO,LO,2.0,2.0,145636,Nei,Nei
Karplanter,Fastlands-Norge med havområder,102705,Selvstendig reproduserende,E,LO,PH,4.0,1.0,102705,Nei,Nei
Karplanter,Fastlands-Norge med havområder,102709,Selvstendig reproduserende,E,SE,SE,4.0,3.0,102709,Nei,Nei
Fisker,Fastlands-Norge med havområder,42666,Selvstendig reproduserende,E,LO,HI,2.0,3.0,42666,Nei,Nei
Fisker,Fastlands-Norge med havområder,125432,Selvstendig reproduserende,E,LO,HI,2.0,3.0,125432,Ja,Ja
Karplanter,Fastlands-Norge med havområder,102355,Selvstendig reproduserende,C3,NK,NK,1.0,1.0,102355,Nei,Nei
Karplanter,Fastlands-Norge med havområder,102356,Selvstendig reproduserende,D2,NK,LO,2.0,1.0,102356,Ja,Nei
Karplanter,Fastlands-Norge med havområder,102357,Dørstokkart,C1,NK,NK,1.0,1.0,102357,Nei,Nei
Karplanter,Fastlands-Norge med havområder,102359,Selvstendig reproduserende,,NK,LO,3.0,1.0,102359,Nei,Nei
Karplanter,Fastlands-Norge med havområder,161327,Selvstendig reproduserende,C2,LO,LO,2.0,1.0,161327,Nei,Nei
Karplanter,Fastlands-Norge med havområder,170844,Selvstendig reproduserende,C2,,LO,3.0,1.0,170844,Nei,Nei
Karplanter,Fastlands-Norge med havområder,101703,Selvstendig reproduserende,E,SE,SE,4.0,3.0,101703,Nei,Nei
Karplanter,Fastlands-Norge med havområder,166107,Vurderes på et annet taksonomisk nivå,,LO,SE,4.0,3.0,166107,Nei,Nei
Karplanter,Fastlands-Norge med havområder,167198,Vurderes på et annet taksonomisk nivå,,,SE,4.0,3.0,167198,Nei,Nei
Fisker,Fastlands-Norge med havområder,42986,Regionalt fremmed,D2,,SE,3.0,4.0,42986,Nei,Nei
Karplanter,Fastlands-Norge med havområder,103467,Dørstokkart,C1,NK,NK,1.0,1.0,103467,Nei,Nei
Karplanter,Fastlands-Norge med havområder,103468,Dørstokkart,C1,LO,NK,1.0,1.0,103468,Nei,Nei
Karplanter,Fastlands-Norge med havområder,103469,Dørstokkart,B2,NK,NK,1.0,1.0,103469,Nei,Nei
Karplanter,Fastlands-Norge med havområder,103470,Selvstendig reproduserende,E,LO,PH,4.0,1.0,103470,Nei,Nei
Karplanter,Fastlands-Norge med havområder,161334,Dørstokkart,B2,NK,NK,1.0,1.0,161334,Nei,Nei
Karplanter,Fastlands-Norge med havområder,101544,Dørstokkart,C1,LO,LO,2.0,1.0,101544,Nei,Nei
Karplanter,Fastlands-Norge med havområder,101545,Selvstendig reproduserende,E,PH,PH,4.0,1.0,101545,Nei,Nei
Alger,Fastlands-Norge med havområder,107222,Selvstendig reproduserende,E,SE,SE,4.0,3.0,107222,Nei,Nei
Karplanter,Fastlands-Norge med havområder,161339,Dørstokkart,B2,,NK,1.0,1.0,161339,Nei,Nei
Karplanter,Fastlands-Norge med havområder,217953,Dørstokkart,B2,,NK,1.0,1.0,217953,Nei,Nei
Karplanter,Fastlands-Norge med havområder,217954,Dørstokkart,A,,NK,1.0,1.0,217954,Nei,Nei
"Sopper, det gule riket og bakterier",Fastlands-Norge med havområder,67145,Selvstendig reproduserende,E,LO,LO,3.0,2.0,67145,Ja,Ja
Karplanter,Fastlands-Norge med havområder,103648,Selvstendig reproduserende,D2,LO,PH,4.0,1.0,103648,Nei,Nei
Karplanter,Fastlands-Norge med havområder,103654,Selvstendig reproduserende,D2,LO,HI,4.0,2.0,103654,Nei,Nei
Karplanter,Fastlands-Norge med havområder,103659,Selvstendig reproduserende,C2,NK,NK,1.0,1.0,103659,Nei,Nei
Karplanter,Fastlands-Norge med havområder,103673,Selvstendig reproduserende,D2,NK,LO,3.0,1.0,103673,Nei,Nei
Karplanter,Fastlands-Norge med havområder,103674,Selvstendig reproduserende,D2,LO,PH,4.0,1.0,103674,Nei,Nei
Karplanter,Fastlands-Norge med havområder,103678,Selvstendig reproduserende,E,LO,PH,4.0,1.0,103678,Nei,Nei
Karplanter,Fastlands-Norge med havområder,103679,Selvstendig reproduserende,C3,NK,LO,2.0,1.0,103679,Nei,Nei
Karplanter,Fastlands-Norge med havområder,161458,Dørstokkart,B2,,NK,1.0,1.0,161458,Nei,Nei
Fisker,Fastlands-Norge med havområder,42633,Regionalt fremmed,E,SE,SE,4.0,4.0,42633,Ja,Ja
Marine invertebrater,Fastlands-Norge med havområder,220152,Dørstokkart,A,,LO,3.0,1.0,220152,Ja,Nei
Marine invertebrater,Fastlands-Norge med havområder,152976,Selvstendig reproduserende,C2,HI,HI,4.0,2.0,152976,Nei,Nei
Marine invertebrater,Svalbard med kystsone,152976,Dørstokkart,A,LO,HI,4.0,2.0,152976,Nei,Nei
Rundormer og flatormer,Fastlands-Norge med havområder,170480,Dørstokkart,B1,HI,LO,3.0,2.0,170480,Nei,Nei
Karplanter,Fastlands-Norge med havområder,99457,Dørstokkart,B2,LO,LO,2.0,1.0,99457,Nei,Nei
Karplanter,Fastlands-Norge med havområder,99458,Selvstendig reproduserende,E,LO,PH,4.0,1.0,99458,Nei,Nei
Karplanter,Fastlands-Norge med havområder,99459,Selvstendig reproduserende,E,PH,PH,4.0,1.0,99459,Nei,Nei
Karplanter,Fastlands-Norge med havområder,99460,Selvstendig reproduserende,D2,LO,PH,4.0,1.0,99460,Nei,Nei
Pattedyr,Fastlands-Norge med havområder,169115,Dørstokkart,A,SE,SE,4.0,4.0,169115,Ja,Ja
Pattedyr,Fastlands-Norge med havområder,169116,Dørstokkart,A,,SE,4.0,4.0,169116,Ja,Ja
Terrestriske invertebrater,Fastlands-Norge med havområder,9260,Dørstokkart,A,,LO,3.0,2.0,9260,Ja,Nei
Karplanter,Fastlands-Norge med havområder,103747,Selvstendig reproduserende,E,LO,PH,4.0,1.0,103747,Nei,Nei
Karplanter,Fastlands-Norge med havområder,102584,Selvstendig reproduserende,,NK,NK,1.0,1.0,102584,Nei,Nei
Karplanter,Fastlands-Norge med havområder,102364,Selvstendig reproduserende,D2,NK,LO,2.0,1.0,102364,Nei,Nei
Alger,Fastlands-Norge med havområder,170446,Dørstokkart,A,NK,LO,3.0,1.0,170446,Nei,Nei
Karplanter,Fastlands-Norge med havområder,102034,Selvstendig reproduserende,D1,LO,LO,2.0,1.0,102034,Nei,Nei
Karplanter,Fastlands-Norge med havområder,152310,Dørstokkart,C0,NK,LO,2.0,1.0,152310,Nei,Nei
Karplanter,Fastlands-Norge med havområder,103600,Selvstendig reproduserende,D2,LO,LO,3.0,1.0,103600,Nei,Nei
Karplanter,Fastlands-Norge med havområder,128011,Selvstendig reproduserende,C3,LO,LO,2.0,1.0,128011,Nei,Nei
Karplanter,Fastlands-Norge med havområder,217966,Dørstokkart,B2,,LO,3.0,1.0,217966,Nei,Nei
Karplanter,Fastlands-Norge med havområder,217968,Dørstokkart,B2,,LO,2.0,1.0,217968,Nei,Nei
Karplanter,Fastlands-Norge med havområder,103602,Selvstendig reproduserende,D1,LO,HI,4.0,2.0,103602,Nei,Nei
Karplanter,Fastlands-Norge med havområder,217970,Dørstokkart,B2,,LO,2.0,1.0,217970,Nei,Nei
Karplanter,Fastlands-Norge med havområder,161606,Dørstokkart,A,,NK,1.0,1.0,161606,Nei,Nei
Karplanter,Fastlands-Norge med havområder,103606,Selvstendig reproduserende,E,LO,HI,4.0,2.0,103606,Nei,Nei
Karplanter,Fastlands-Norge med havområder,100796,Selvstendig reproduserende,E,SE,SE,4.0,3.0,100796,Nei,Nei
Karplanter,Fastlands-Norge med havområder,143611,Selvstendig reproduserende,D2,LO,LO,3.0,1.0,143611,Nei,Nei
Karplanter,Fastlands-Norge med havområder,100799,Selvstendig reproduserende,D2,NK,LO,2.0,1.0,100799,Nei,Nei
Karplanter,Fastlands-Norge med havområder,100800,Selvstendig reproduserende,D2,LO,SE,4.0,3.0,100800,Nei,Nei
Karplanter,Fastlands-Norge med havområder,100801,Selvstendig reproduserende,E,LO,HI,2.0,3.0,100801,Nei,Nei
Karplanter,Fastlands-Norge med havområder,100805,Selvstendig reproduserende,E,SE,SE,4.0,3.0,100805,Nei,Nei
Karplanter,Fastlands-Norge med havområder,167469,Selvstendig reproduserende,C2,LO,LO,2.0,2.0,167469,Nei,Nei
Karplanter,Fastlands-Norge med havområder,217976,Dørstokkart,B2,,LO,3.0,1.0,217976,Nei,Nei
Karplanter,Fastlands-Norge med havområder,161699,Selvstendig reproduserende,C2,,NK,1.0,1.0,161699,Nei,Nei
Karplanter,Fastlands-Norge med havområder,103478,Selvstendig reproduserende,,NK,NK,1.0,1.0,103478,Nei,Nei
Karplanter,Fastlands-Norge med havområder,217977,Dørstokkart,B2,,NK,1.0,1.0,217977,Nei,Nei
Karplanter,Fastlands-Norge med havområder,101555,Selvstendig reproduserende,C3,NK,NK,1.0,1.0,101555,Nei,Nei
Karplanter,Fastlands-Norge med havområder,101558,Selvstendig reproduserende,,NK,NK,1.0,1.0,101558,Nei,Nei
Karplanter,Fastlands-Norge med havområder,100814,Selvstendig reproduserende,D1,LO,LO,2.0,1.0,100814,Nei,Nei
Limniske invertebrater,Fastlands-Norge med havområder,216317,Dørstokkart,A,,HI,2.0,3.0,216317,Ja,Ja
Terrestriske invertebrater,Fastlands-Norge med havområder,136066,Dørstokkart,A,,PH,4.0,1.0,136066,Ja,Nei
Karplanter,Fastlands-Norge med havområder,101306,Selvstendig reproduserende,E,LO,LO,3.0,1.0,101306,Nei,Nei
Karplanter,Fastlands-Norge med havområder,101309,Selvstendig reproduserende,E,LO,LO,3.0,1.0,101309,Nei,Nei
Karplanter,Fastlands-Norge med havområder,101312,Selvstendig reproduserende,,NK,NK,1.0,1.0,101312,Nei,Nei
Karplanter,Fastlands-Norge med havområder,101313,Selvstendig reproduserende,D2,NK,LO,1.0,2.0,101313,Nei,Nei
Karplanter,Fastlands-Norge med havområder,217981,Dørstokkart,B2,,LO,2.0,1.0,217981,Nei,Nei
Karplanter,Fastlands-Norge med havområder,99479,Selvstendig reproduserende,C3,NK,NK,1.0,1.0,99479,Nei,Nei
Karplanter,Fastlands-Norge med havområder,100368,Dørstokkart,A,,LO,2.0,1.0,100368,Nei,Nei
Karplanter,Fastlands-Norge med havområder,103749,Selvstendig reproduserende,D1,LO,LO,3.0,1.0,103749,Nei,Nei
Karplanter,Fastlands-Norge med havområder,145758,Selvstendig reproduserende,D2,LO,PH,4.0,1.0,145758,Nei,Nei
Karplanter,Fastlands-Norge med havområder,103759,Selvstendig reproduserende,C3,LO,HI,4.0,2.0,103759,Nei,Nei
Karplanter,Fastlands-Norge med havområder,217990,Dørstokkart,B1,,LO,2.0,1.0,217990,Ja,Nei
Karplanter,Fastlands-Norge med havområder,100816,Selvstendig reproduserende,E,SE,SE,4.0,4.0,100816,Nei,Nei
Karplanter,Fastlands-Norge med havområder,100818,Selvstendig reproduserende,,LO,LO,3.0,1.0,100818,Nei,Nei
Karplanter,Fastlands-Norge med havområder,217991,Dørstokkart,A,,LO,2.0,1.0,217991,Nei,Nei
